_step,critic/scores/stem_web/std,critic/scores/codegen__taco/min,response_length/codegen__livecodebench/clip_ratio,critic/scores/codegen__leetcode2k/mean,response_length/simulation__barc/min,response_length/math__merged_deduped_dapo_or1_dataset/min,response_length/codegen__primeintellect/mean,critic/scores/stem_web/mean,response_length/simulation__codeio/mean,critic/rewards/max,response_length/codegen__livecodebench/min,critic/scores/table__multihier/mean,response_length/stem_web/max,response_length/codegen__taco/clip_ratio,response_length/math__deepscaler_preview/min,response_length/simulation__arcagi1/mean,response_length/codegen__taco/mean,response_length/codegen__livecodebench/max,response_length/stem_web/clip_ratio,critic/scores/table__hitab/min,critic/scores/simulation__arcagi1/min,response_length/codegen__leetcode2k/max,response_length/math__deepscaler_preview/clip_ratio,critic/scores/table__multihier/max,critic/scores/codegen__primeintellect/min,critic/scores/simulation__arcagi2/max,critic/scores/logic__zebra_puzzle_dataset/min,response_length/logic__zebra_puzzle_dataset/clip_ratio,critic/scores/logic__zebra_puzzle_dataset/std,critic/scores/stem_web/max,response_length/stem_web/mean,response_length/math__merged_deduped_dapo_or1_dataset/mean,critic/scores/math__merged_deduped_dapo_or1_dataset/min,response_length/simulation__arcagi1/min,response_length/table__hitab/mean,critic/scores/math__deepscaler_preview/std,critic/scores/codegen__taco/mean,critic/scores/codegen__leetcode2k/max,response_length/logic__ordering_puzzle_dataset/clip_ratio,response_length/codegen__livecodebench/mean,critic/scores/simulation__barc/min,critic/scores/codegen__primeintellect/std,response_length/simulation__arcagi2/max,response_length/logic__ordering_puzzle_dataset/mean,critic/scores/stem_web/min,response_length/mean,response_length/table__multihier/mean,critic/scores/simulation__barc/mean,response_length/simulation__barc/max,critic/scores/math__merged_deduped_dapo_or1_dataset/max,critic/rewards/mean,critic/scores/math__deepscaler_preview/mean,response_length/logic__graph_logical_dataset/mean,critic/scores/logic__graph_logical_dataset/min,critic/scores/logic__zebra_puzzle_dataset/mean,response_length/codegen__leetcode2k/min,critic/scores/logic__graph_logical_dataset/max,critic/scores/table__multihier/min,critic/scores/codegen__primeintellect/max,response_length/simulation__codeio/clip_ratio,critic/scores/simulation__arcagi2/std,response_length/simulation__arcagi1/max,critic/scores/simulation__barc/std,critic/scores/logic__ordering_puzzle_dataset/std,response_length/logic__zebra_puzzle_dataset/min,critic/scores/codegen__livecodebench/std,response_length/table__hitab/max,response_length/simulation__barc/clip_ratio,critic/scores/codegen__taco/max,critic/scores/codegen__leetcode2k/min,critic/scores/table__hitab/mean,critic/scores/logic__ordering_puzzle_dataset/mean,critic/scores/simulation__codeio/mean,response_length/logic__graph_logical_dataset/clip_ratio,response_length/simulation__barc/mean,response_length/table__multihier/min,response_length/codegen__leetcode2k/mean,response_length/simulation__arcagi2/mean,response_length/simulation__codeio/min,response_length/simulation__codeio/max,critic/rewards/min,response_length/logic__zebra_puzzle_dataset/max,critic/scores/codegen__livecodebench/max,critic/scores/codegen__taco/std,critic/scores/codegen__livecodebench/min,critic/scores/math__deepscaler_preview/min,response_length/simulation__arcagi2/clip_ratio,response_length/codegen__leetcode2k/clip_ratio,response_length/table__multihier/max,critic/scores/simulation__arcagi1/std,response_length/math__merged_deduped_dapo_or1_dataset/clip_ratio,response_length/codegen__taco/max,response_length/min,response_length/logic__ordering_puzzle_dataset/min,critic/scores/codegen__leetcode2k/std,critic/scores/math__merged_deduped_dapo_or1_dataset/std,critic/scores/math__merged_deduped_dapo_or1_dataset/mean,response_length/logic__zebra_puzzle_dataset/mean,critic/scores/table__hitab/std,critic/scores/table__multihier/std,response_length/table__hitab/clip_ratio,response_length/logic__graph_logical_dataset/max,response_length/simulation__arcagi2/min,response_length/simulation__arcagi1/clip_ratio,critic/scores/simulation__arcagi1/max,response_length/codegen__taco/min,critic/scores/simulation__arcagi2/min,response_length/logic__ordering_puzzle_dataset/max,critic/scores/simulation__arcagi2/mean,response_length/stem_web/min,response_length/table__multihier/clip_ratio,critic/scores/simulation__codeio/min,critic/scores/codegen__primeintellect/mean,critic/scores/logic__graph_logical_dataset/std,response_length/math__deepscaler_preview/max,response_length/clip_ratio,response_length/codegen__primeintellect/clip_ratio,critic/scores/logic__ordering_puzzle_dataset/min,response_length/logic__graph_logical_dataset/min,critic/scores/simulation__arcagi1/mean,critic/scores/logic__graph_logical_dataset/mean,response_length/math__merged_deduped_dapo_or1_dataset/max,critic/scores/simulation__codeio/std,critic/scores/math__deepscaler_preview/max,critic/scores/codegen__livecodebench/mean,critic/scores/logic__zebra_puzzle_dataset/max,response_length/max,critic/scores/simulation__codeio/max,response_length/math__deepscaler_preview/mean,critic/scores/simulation__barc/max,critic/scores/table__hitab/max,response_length/table__hitab/min,critic/scores/logic__ordering_puzzle_dataset/max,response_length/codegen__primeintellect/min,response_length/codegen__primeintellect/max,run_id,run_created_at,run_name
44,0.40309610962867737,0,0.0,0.65625,81,149,315.0857238769531,0.20394736528396606,534.1599731445312,1,125,0.546875,3968,0.0,179,537.9166870117188,324.0269775390625,222,0.0,0,0,606,0.0,1,0,0,0.0,0.0,0.1739349663257599,1,1013.53125,958.9829711914062,0,90,129.125,0.43559032678604126,0.33096590638160706,1,0.0,170.3125,0,0.44323867559432983,1622,419.9918518066406,0,595.5487060546875,274.5442810058594,0.1306818127632141,2635,1,0.331586092710495,0.2537878751754761,376.0249938964844,0,0.5287243127822876,209,1,0,1,0.002016128972172737,0.0,1076,0.33753183484077454,0.4607571065425873,100,0.40311288833618164,725,0.0,1,0,0.7877604365348816,0.30434781312942505,0.3837365508079529,0.0,486.1221618652344,93,367.453125,600.40625,70,8192,0,4548,1,0.470895379781723,0,0,0.0,0,1512,0.14433756470680237,0.0,1498,43,70,0.4787135422229767,0.34533366560935974,0.13825757801532745,473.06640625,0.4091600179672241,0.49844732880592346,0.0,5663,130,0.0,1,77,0,1023,0.0,119,0.0,0,0.2678571343421936,0.4336908757686615,4564,0.0003662109375,0.0,0,43,0.02083333395421505,0.25,6476,0.4864584803581238,1,0.1875,1.0,8192,1,1083.3636474609375,1,1,49,1,104,1189,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
45,0.4212700426578522,0,0.0,0.5625,106,214,319.0423278808594,0.23046875,486.6820373535156,1,130,0.6903409361839294,4310,0.0,147,674.625,323.3645935058594,505,0.0,0,0,759,0.0,1,0,1,0.0,0.0,0.19936908781528473,1,1050.6900634765625,975.2025756835938,0,290,118.85540771484375,0.4153723120689392,0.3720238208770752,1,0.0,277.4375,0,0.44553008675575256,2337,450.1990661621094,0,580.308349609375,240.04261779785156,0.13333334028720856,5930,1,0.3780207335948944,0.2209821492433548,297.8973083496094,0,0.534957766532898,182,1,0,1,0.0015625000232830644,0.2435886710882187,1106,0.34064504504203796,0.48283571004867554,96,0.4709290862083435,765,0.0,1,0,0.8097015023231506,0.3680555522441864,0.41718751192092896,0.0,651.8458251953125,70,415.65179443359375,752.4249877929688,43,8192,0,3428,1,0.48370471596717834,0,0,0.0,0,569,0.5123475193977356,0.0011574074160307646,1389,43,66,0.4983079433441162,0.3665604293346405,0.1597222238779068,387.0386962890625,0.3927198052406311,0.4630112051963806,0.0,4033,74,0.0,1,102,0,4242,0.0625,73,0.0,0,0.27217742800712585,0.28579434752464294,4417,0.0003662109375,0.0,0,55,0.4375,0.0892857164144516,8192,0.4932871162891388,1,0.3125,1.0,8192,1,921.7008666992188,1,1,54,1,67,2871,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
47,0.4415377378463745,0,0.0,0.484375,110,210,342.1893005371094,0.26508620381355286,518.7467041015625,1,161,0.5625,4493,0.0,220,627.625,334.20672607421875,853,0.0,0,0,1643,0.0,1,0,1,0.0,0.0,0.20815031230449677,1,1031.1673583984375,1020.772216796875,0,88,136.35382080078125,0.4233606457710266,0.3589743673801422,1,0.0,381.5,0,0.4313162863254547,687,475.1789855957031,0,613.10498046875,281.3235168457031,0.12250000238418579,3653,1,0.37157559394836426,0.23317307233810425,386.3571472167969,0,0.5057951211929321,158,1,0,1,0.0013297871919348836,0.25,1765,0.3282729983329773,0.47746923565864563,108,0.42906978726387024,3368,0.0,1,0,0.8167372941970825,0.3494318127632141,0.448803186416626,0.0,530.7849731445312,64,620.0625,339.8125,73,8192,0,4984,1,0.48008450865745544,0,0,0.0,0,1057,0.14433756470680237,0.0,977,50,167,0.5037065148353577,0.3763153851032257,0.1705508530139923,585.9613037109375,0.3870868384838104,0.4969927966594696,0.0,6986,251,0.0,1,112,0,4255,0.0625,145,0.0,0,0.24642856419086456,0.4390273690223694,5341,0.000244140625,0.0,0,50,0.02083333395421505,0.2589285671710968,6169,0.49753740429878235,1,0.2395833283662796,1.0,8192,1,1113.1802978515625,1,1,51,1,104,900,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
50,0.43814173340797424,0,0.0,0.515625,57,148,333.6022644042969,0.25883153080940247,537.0481567382812,1,190,0.5284090638160706,3591,0.0,179,1103.125,358.0235900878906,616,0.0,0,0,818,0.0,1,0,1,0.0,0.0,0.16969884932041168,1,1064.014892578125,1092.0828857421875,0,458,141.74078369140625,0.38001611828804016,0.39268869161605835,1,0.0,314.2291564941406,0,0.48173046112060547,3353,508.0698547363281,0,620.0906982421875,270.5539855957031,0.17119565606117249,1849,1,0.36349597573280334,0.1744791716337204,426.6549987792969,0,0.492997944355011,200,1,0,1,0.0,0.1767766922712326,1637,0.3771926760673523,0.42264363169670105,107,0.2793101966381073,4485,0.0,1,0,0.8268442749977112,0.23161764442920685,0.38864943385124207,0.004999999888241291,492.89129638671875,113,407.7578125,954.65625,83,6529,0,3599,1,0.48863673210144043,0,0,0.0,0,807,0.0,0.0,2005,48,150,0.5017194747924805,0.3453395664691925,0.1382211595773697,670.2750244140625,0.37857586145401,0.4999028742313385,0.0,8192,154,0.0,0,107,0,3956,0.03125,100,0.0,0,0.3636363744735718,0.36937087774276733,4807,0.000244140625,0.0,0,48,0.0,0.16249999403953552,5776,0.4876185655593872,1,0.0833333358168602,1.0,8192,1,996.2473754882812,1,1,56,1,119,4464,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
51,0.4201592206954956,0,0.0,0.625,72,121,325.2688903808594,0.22875000536441803,477.2271423339844,1,184,0.5625,4197,0.0,267,664.0,338.08245849609375,438,0.0,0,0,797,0.0,1,0,0,0.0,0.0,0.20582368969917297,1,1034.78369140625,1115.05419921875,0,260,147.0768280029297,0.38137954473495483,0.30452126264572144,1,0.0,288.9375,0,0.4700051546096802,1893,470.50390625,0,614.9012451171875,249.46739196777344,0.19062499701976776,2695,1,0.36192214488983154,0.17578125,352.640625,0,0.5541640520095825,180,1,0,1,0.0,0.0,1288,0.3934091627597809,0.48404380679130554,112,0.420013427734375,1548,0.0,1,0,0.73828125,0.37109375,0.4704301059246063,0.0078125,520.9124755859375,65,408.40972900390625,650.5625,62,5191,0,5032,1,0.4605106711387634,0,0,0.0,0,652,0.0,0.0,1534,53,74,0.4858126938343048,0.3888377845287323,0.18541666865348816,682.85546875,0.43985676765441895,0.4967537820339203,0.0,8192,103,0.0,0,103,0,1054,0.0,138,0.0,0,0.32848837971687317,0.40311288833618164,5268,0.000244140625,0.0,0,53,0.0,0.203125,7534,0.49929267168045044,1,0.21875,1.0,8192,1,1041.1796875,1,1,63,1,104,990,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
53,0.4519602358341217,0,0.0,0.453125,118,216,317.7584533691406,0.2858146131038666,519.829833984375,1,187,0.7149999737739563,4473,0.0,231,780.96875,358.16839599609375,497,0.0,0,0,819,0.0,1,0,1,0.0,0.0,0.17390817403793335,1,1038.665771484375,1047.7225341796875,0,202,128.73304748535156,0.42999663949012756,0.3559027910232544,1,0.0,318.28125,0,0.4948631823062897,1995,490.5238037109375,0,620.1279296875,249.5124969482422,0.09375,4066,1,0.38665345311164856,0.244140625,508.3419189453125,0,0.5189758539199829,246,1,0,1,0.0034722222480922937,0.28434914350509644,1449,0.29198795557022095,0.41898784041404724,123,0.498990923166275,3880,0.0,1,0,0.8421609997749329,0.2261904776096344,0.4243055582046509,0.0,563.53125,109,457.921875,693.9124755859375,54,8192,0,5668,1,0.47920212149620056,0,0,0.0,0,1052,0.0,0.0,1420,52,171,0.501733124256134,0.3668885827064514,0.1600877195596695,677.5104370117188,0.36478322744369507,0.45197978615760803,0.0,6763,144,0.0,0,89,0,5133,0.08749999850988388,196,0.0,0,0.4256756901741028,0.32710471749305725,6330,0.0006103515625,0.0,0,58,0.0,0.12132352590560913,4777,0.49440884590148926,1,0.59375,1.0,8192,1,977.93359375,1,1,52,1,93,911,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
54,0.3932787775993347,0,0.0,0.6354166865348816,107,163,339.15130615234375,0.191021129488945,571.8060913085938,1,167,0.579741358757019,4611,0.0,100,811.0,320.99591064453125,895,0.0,0,0,796,0.0,1,0,1,0.0,0.0,0.19129040837287903,1,1113.4163818359375,1083.71923828125,0,350,147.94615173339844,0.4524277150630951,0.354619562625885,1,0.0,431.5729064941406,0,0.48186346888542175,1331,506.1640625,0,598.9493408203125,270.3491516113281,0.17105263471603394,2296,1,0.397465318441391,0.2857142984867096,402.09869384765625,0,0.628808319568634,216,1,0,1,0.0,0.48924604058265686,1629,0.37717580795288086,0.48266708850860596,97,0.47004571557044983,8192,0.0,1,0,0.795192301273346,0.3671875,0.4808238744735718,0.003289473708719015,432.34869384765625,84,417.84375,414.375,72,5493,0,1970,1,0.4787231981754303,0,0,0.0,0,805,0.0,0.0,1039,54,107,0.4838397204875946,0.35134461522102356,0.14406779408454895,627.3529663085938,0.40375518798828125,0.4941331148147583,0.000961538462433964,8192,103,0.0,0,81,0,1727,0.375,113,0.0,0,0.36513158679008484,0.43561235070228577,5220,0.000244140625,0.0,0,54,0.0,0.25328946113586426,5696,0.4998096525669098,1,0.3229166567325592,1.0,8192,1,1067.7559814453125,1,1,58,1,106,974,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
57,0.41606011986732483,0,0.0,0.6160714030265808,29,159,310.0625,0.2224702388048172,487.9322204589844,1,227,0.625,4849,0.0,186,310.25,325.3631591796875,708,0.0,0,0,1034,0.0029761905316263437,1,0,1,0.0,0.0,0.1620861291885376,1,1068.936767578125,1022.4363403320312,0,102,150.29737854003906,0.47210758924484253,0.35668104887008667,1,0.0,377.0,0,0.4742143154144287,1180,505.7060241699219,0,576.6651611328125,263.44940185546875,0.25,6224,1,0.38445422053337097,0.3333333432674408,426.546875,0,0.6463890075683594,230,1,0,1,0.0007530120201408863,0.1767766922712326,552,0.43348005414009094,0.4676928222179413,138,0.0,2282,0.0,1,0,0.8135080933570862,0.32175925374031067,0.4465361535549164,0.0,484.74139404296875,119,420.5178527832031,468.3125,78,8192,0,4974,0,0.4792777895927429,0,0,0.0,0,500,0.5,0.0,4995,29,149,0.48852667212486267,0.3445702791213989,0.13750000298023224,554.3076782226562,0.3896996080875397,0.48484495282173157,0.0,5534,119,0.0,1,91,0,1442,0.03125,76,0.0,0,0.3402777910232544,0.2690697908401489,8192,0.000244140625,0.0,0,53,0.375,0.078125,4834,0.49732068181037903,1,0.0,1.0,8192,1,916.2708129882812,1,1,61,1,114,801,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
60,0.47881099581718445,0,0.02083333395421505,0.2291666716337204,110,231,326.4932556152344,0.35546875,507.3214416503906,1,240,0.66796875,4598,0.0,234,547.75,336.390625,8192,0.0,0,0,923,0.0,1,0,1,0.0,0.0,0.20670168101787567,1,1060.94140625,1135.986328125,0,75,144.56552124023438,0.4531634747982025,0.3515625,1,0.0,599.8333129882812,0,0.48895692825317383,1402,453.1684875488281,0,643.7193603515625,272.109375,0.140625,1406,1,0.40178361535072327,0.2874999940395355,485.3823547363281,0,0.6266053915023804,172,1,0,1,0.004120879340916872,0.4787135422229767,1132,0.3490002453327179,0.4898870587348938,137,0.5013280510902405,7804,0.0,1,0,0.8356854915618896,0.39673912525177,0.4045329689979553,0.0,476.453125,143,448.1875,570.4375,90,8192,0,4001,1,0.4779251217842102,0,0,0.0,0,1178,0.14433756470680237,0.0025684931315481663,1032,51,119,0.4225029945373535,0.34398016333580017,0.13698630034923553,573.8515625,0.3707476556301117,0.47186464071273804,0.0,5568,84,0.0,1,112,0,1222,0.34375,183,0.0,0,0.3935810923576355,0.4419896900653839,6060,0.001220703125,0.0,0,59,0.02083333395421505,0.2647058963775635,8192,0.49097007513046265,1,0.5625,1.0,8192,1,895.9149780273438,1,1,51,1,101,775,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
61,0.4639538526535034,0,0.0,0.7124999761581421,120,103,361.02642822265625,0.3131944537162781,476.43670654296875,1,203,0.5357142686843872,5393,0.0,169,682.0625,371.8686218261719,441,0.0,0,0,930,0.0,1,0,0,0.0,0.0,0.16948078572750092,1,1054.1944580078125,1073.59423828125,0,197,160.14332580566406,0.40197300910949707,0.40433672070503235,1,0.0,317.25,0,0.4821176528930664,7166,508.7834777832031,0,637.3497314453125,268.37799072265625,0.1493055522441864,2647,1,0.3932781219482422,0.20208333432674408,409.10546875,0,0.49410033226013184,223,1,0,1,0.0008012820617295802,0.0,1214,0.35700973868370056,0.48164102435112,131,0.4825586974620819,5897,0.0,1,0,0.7823275923728943,0.3638392984867096,0.4583333432674408,0.00390625,594.9757080078125,101,479.0375061035156,682.9166870117188,74,8192,0,5161,1,0.4910764992237091,0,0,0.0,0,641,0.0,0.0021929824724793434,3800,58,173,0.454017698764801,0.34867364168167114,0.14144736528396606,674.6979370117188,0.41288599371910095,0.4994666576385498,0.0,8192,79,0.0,0,91,0,4504,0.0,269,0.0,0,0.36538460850715637,0.45949608087539673,5227,0.00048828125,0.0,0,70,0.0,0.30078125,8192,0.4984606206417084,1,0.34375,1.0,8192,1,1134.14794921875,1,1,58,1,110,1027,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
62,0.44454988837242126,0,0.0,0.7142857313156128,121,132,332.320068359375,0.2708333432674408,482.1289978027344,1,279,0.573369562625885,6355,0.0,292,744.265625,327.64825439453125,770,0.0,0,0,920,0.0,1,0,1,0.0,0.0,0.2262629121541977,1,1099.43896484375,1097.34130859375,0,124,142.44686889648438,0.4463050067424774,0.4781976640224457,1,0.0,445.21875,0,0.4769423305988312,1081,467.2083435058594,0,639.8267822265625,270.3994445800781,0.2291666716337204,6556,1,0.38403788208961487,0.2734375,719.1301879882812,0,0.5979307293891907,183,1,0,1,0.0008012820617295802,0.39444276690483093,8192,0.42092353105545044,0.49008384346961975,116,0.504016101360321,1280,0.0,1,0,0.7322916388511658,0.39814814925193787,0.34455129504203796,0.0,638.9404907226562,81,398.58929443359375,466.8125,93,8192,0,4200,1,0.4998878538608551,0,0,0.0,0,768,0.0,0.0,1331,61,166,0.453784316778183,0.4001924395561218,0.20000000298023224,623.0706787109375,0.44299548864364624,0.49526098370552063,0.0,6484,66,0.015625,0,100,0,3067,0.1875,149,0.0,0,0.3484848439693451,0.3485431671142578,4623,0.000244140625,0.0,0,87,0.0,0.140625,6992,0.4754122495651245,1,0.4375,1.0,8192,1,1088.9505615234375,1,1,61,1,152,6227,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
64,0.4683290421962738,0,0.0,0.6964285969734192,89,244,327.8503723144531,0.324438214302063,507.6868896484375,1,144,0.8355262875556946,4376,0.0,241,536.625,327.61895751953125,643,0.0,0,0,793,0.002016128972172737,1,0,0,0.0,0.0,0.18578627705574036,1,1079.396728515625,1090.8251953125,0,112,155.353515625,0.4158594310283661,0.46169355511665344,1,0.0,340.2916564941406,0,0.4995541572570801,2026,507.5430908203125,0,642.54931640625,284.27960205078125,0.11513157933950424,2359,1,0.42039820551872253,0.22177419066429138,533.9007568359375,0,0.5829930305480957,210,1,0,1,0.0012499999720603228,0.0,732,0.3197069466114044,0.4585636258125305,160,0.48924604058265686,6193,0.0,1,0,0.7490234375,0.29956895112991333,0.46187499165534973,0.007352941203862429,567.8289184570312,136,464.125,740.34375,67,8192,0,4425,1,0.49903377890586853,0,0,0.0,0,586,0.0,0.0,857,59,153,0.4618662893772125,0.36271873116493225,0.15561224520206451,657.263916015625,0.43378692865371704,0.3713160753250122,0.0,8192,259,0.0,0,103,0,1142,0.0,202,0.0,0,0.5303030014038086,0.3654962182044983,8192,0.0006103515625,0.0,0,69,0.0,0.15808823704719543,5123,0.49870023131370544,1,0.375,1.0,8192,1,1279.9677734375,1,1,59,1,102,931,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
65,0.45974472165107727,0,0.0,0.6607142686843872,86,303,321.90625,0.3030523359775543,542.3244018554688,1,164,0.6617646813392639,5564,0.0,167,806.0625,311.171875,848,0.0,0,0,645,0.0,1,0,0,0.0,0.0,0.18314026296138763,1,1169.618408203125,1147.001220703125,0,387,153.98983764648438,0.427070289850235,0.3816964328289032,1,0.0,337.390625,0,0.49086761474609375,865,505.0732727050781,0,634.0858154296875,260.4117736816406,0.14120370149612427,3813,1,0.4184214174747467,0.2392241358757019,497.03619384765625,0,0.5730785727500916,277,1,0,1,0.0007440476329065859,0.0,1335,0.34863531589508057,0.4322272539138794,164,0.4787135422229767,8192,0.0,1,0,0.8335937261581421,0.24784483015537262,0.4397321343421936,0.0,514.1875,133,410.6875,448.15625,70,8192,0,1984,1,0.4863457977771759,0,0,0.0,0,558,0.4472135901451111,0.0,678,57,159,0.4755948781967163,0.41581544280052185,0.22193877398967743,662.51953125,0.37259048223495483,0.4739811420440674,0.0007812500116415322,6431,91,0.0,1,144,0,1196,0.0,98,0.0,0,0.40257352590560913,0.3855874836444855,4777,0.000244140625,0.0,0,78,0.25,0.1809210479259491,7131,0.49653926491737366,1,0.65625,1.0,8192,1,1082.8167724609375,1,1,57,1,101,1005,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
68,0.46453362703323364,0,0.0,0.7875000238418579,72,85,318.7210388183594,0.3146306872367859,668.5091552734375,1,201,0.5173611044883728,5097,0.0,152,738.921875,330.9089660644531,597,0.0,0,0,592,0.0,1,0,1,0.0,0.0,0.21960103511810303,1,1158.9715576171875,1198.0625,0,73,151.97308349609375,0.457709401845932,0.40489131212234497,1,0.0,372.6875,0,0.5001489520072937,914,495.0270690917969,0,656.42138671875,279.0,0.05937499925494194,8192,1,0.39394432306289673,0.2977941036224365,316.98529052734375,0,0.5901414155960083,187,1,0,1,0.0016666667070239782,0.3766217827796936,5665,0.23669534921646118,0.4578198194503784,148,0.3766217827796936,8192,0.0031250000465661287,1,0,0.8519230484962463,0.2979166805744171,0.3499999940395355,0.0036764706019312143,543.96875,121,351.4750061035156,369.5833435058594,74,8192,0,3730,1,0.49120479822158813,0,0,0.0,0,567,0.3333333432674408,0.0,4944,55,140,0.4116576611995697,0.376677930355072,0.17091836035251617,733.3526611328125,0.3553470969200134,0.5005682706832886,0.000961538462433964,8192,65,0.0,1,124,0,4341,0.1666666716337204,178,0.0,0,0.48475611209869385,0.33949872851371765,5616,0.0006103515625,0.0,0,65,0.125,0.13235294818878174,6102,0.477168470621109,1,0.1666666716337204,1.0,8192,1,992.3419189453125,1,1,55,1,101,800,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
70,0.45998647809028625,0,0.0,0.4791666567325592,130,265,319.45269775390625,0.3035714328289032,469.5126647949219,1,169,0.788690447807312,4801,0.0,207,554.28125,339.98284912109375,734,0.0,0,0,819,0.0,1,0,0,0.1944444477558136,0.0,0.14517642557621002,1,1116.9942626953125,1057.736083984375,0,101,140.8271484375,0.4336022436618805,0.3970588147640228,1,0.0,370.4624938964844,0,0.4551719129085541,1605,498.6099853515625,0,596.980712890625,250.26190185546875,0.11141304671764374,2223,1,0.41462045907974243,0.25,296.15789794921875,0,0.4873470366001129,167,1,0,1,0.0007911392604000866,0.0,1990,0.31507131457328796,0.48060113191604614,162,0.42021694779396057,5647,0.0,1,0,0.8388671875,0.36000001430511475,0.4818038046360016,0.003289473708719015,531.6875,128,380.1354064941406,665.1041870117188,89,8192,0,2642,1,0.4895884692668915,0,0,0.0,0,603,0.125,0.0,843,57,209,0.5021882057189941,0.4249020516872406,0.2361111044883728,745.5,0.36783304810523987,0.40884628891944885,0.0,8192,161,0.0,1,106,0,1073,0.0,122,0.0,0,0.2922297418117523,0.48887884616851807,7188,0.000244140625,0.0,0,67,0.015625,0.39144736528396606,5189,0.4998665452003479,1,0.22499999403953552,0.8571428656578064,8192,1,1081.5977783203125,1,1,57,1,128,791,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
74,0.4684787094593048,0,0.0,0.2708333432674408,63,227,311.0979309082031,0.3248697817325592,532.0474853515625,1,179,0.65625,8192,0.0,241,1015.9375,344.1556701660156,446,0.0006510416860692203,0,0,1072,0.002016128972172737,1,0,0,0.0,0.0,0.18514201045036316,1,1212.95703125,1197.678466796875,0,385,149.93563842773438,0.477704256772995,0.45681819319725037,1,0.0,254.5,0,0.4997868239879608,1669,475.1676025390625,0,673.65380859375,258.84820556640625,0.27272728085517883,6223,1,0.44789382815361023,0.35080644488334656,299.78570556640625,0,0.6218610405921936,304,1,0,1,0.0007911392604000866,0.0,1314,0.4459957480430603,0.4923659563064575,147,0.0,596,0.0,1,0,0.8460820913314819,0.5909090638160706,0.43512657284736633,0.004464285913854837,498.5795593261719,97,567.4375,631.0,84,8192,0,3015,1,0.49841511249542236,1,0,0.0,0,613,0.0,0.0,1896,60,152,0.44672295451164246,0.4060749113559723,0.207954540848732,846.6066284179688,0.361038476228714,0.4760226309299469,0.0,8192,81,0.0,0,133,0,1018,0.0,190,0.0,0,0.4729166626930237,0.4548611044883728,8192,0.00048828125,0.0,0,72,0.0,0.2901785671710968,7134,0.4959698021411896,1,1.0,1.0,8192,1,1054.288330078125,1,1,60,1,145,656,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
